"spa","Comment"
"“Red
  Blue
  Pink”",""
"“Meow?
   1 Mr. Iriguchi?
      2  Mr. Nojima?
      3  Mr. Minekawa?
      4  Mr. Minekawa 2?
  ...”",""
"“Yes, Abba House Doobie Net!
   1 Went past the gate
      2  Talk to the soldier at the hotel
      3  Learn that he was fishing
      4  Zell's house is smokey...
      5  Food poisoning at station
      6  Before finding Raijin with dog
      7  Find Raijin! (1)
      8  Battle Fujin
      10  Hotel soldier dialogue change
      11  Find Raijin 2!
      12  Battle Fujin 2
      13  Real time limit”",""
"“Yes, Via Bus Stop!
   1 Boy scurries out
      2  Cheers up Shizuka-chan
      3  Boy game event
      4  Boy at hill, Ellone investigation
  ...”",""
"“  1  Secret move
      2  Dog
      3  Run out of time”",""
"“  1  Gate
      2    Arcade street
      3    Residence 1
      4    Residence 2
      5    Station
      6    Platform
      7    Path to port
      8    Path to port 1
      9    Path to port 2
      10  Hotel lobby
      11  Hotel room
  ...”",""
"Tony Redwood
“Beauty:Beast
   1  Gate
      2    Arcade street
      3    Residence 1
      4    Residence 2_1
      5    Zell's room
      6    Residence 2_3
      7    Station
      To next page
  ...”",""
"“  1 Platform
      2  Path to platform
      3  Port 1
      4  Port 2
      5  Hotel lobby
      6  Hotel room
      7  Library
      8  Master's room
  ...”",""
"“  1 The beginning
   2 To the boat (with members)
      3  After 2, walk alone
      4  To boat 2 when going to Dollet(w/mem)
      5  After Dollet to boat 2 (w/members)
      6  After Dollet to boat 1 (w/members)
 ...”",""
"“  1 
   2 #2 stairs (leader, all flags)
  ...”",""
"“  1 
   2 Boy arrives
  ...”",""
"“  1 Not the first time
      2  First time here
      3  End fishing boat
  ...”",""
"“  1 First scene
      2  Second scene
  ...”",""
"“  1 First time here
      2  After memory
      3 
  ...”",""
"“  1 First time here
      2  Went to the garage
      3 
  ...”",""
"“  1 First time here
      2  Went to the garage
      3 
  ...”",""
"“  1 Nothing here
      2  First time here (Selphie present)
      3  First time here (Selphie not present)
      4  Went to the garage
  ...”",""
"“  1 Before going to town
      2  Boy event
  ...”",""
"“  1 Beginning
      2  Boy scurries out, talks to soldier
  ...”",""
"“  1 Nothing here
      2  Mechanic is present
      3  Mechanic and apprentice present
      4  Band guy goes to second stair
      5  Special car 2 blocks road
  ...”",""
"“  1 Nothing here
      2  Kid present 1
      3  House wifes present with kid
  ...”",""
"“  1 Frog ribit, ribit
      2  Sign all over
      3  Pillow all black
      4  Heard all
  ...”",""
"“  1 Shizuka-chan present
      2  Dekisugi-kun is over
      3  Two of them go out and play
  ...”",""
"“  1 Random placement
      2  Kid is hiding
      3  Go to 1a map
  ...”",""
"“  1 Nothing here
      2  Event, on and off the boat
      3  A chef is present
  ...”",""
"“  1 Enter boat
      2  Get off boat
  ...”",""
"“  1 Chef 1
      2  Chef 2
  ...”",""
"“  1 Nothing here
      2  There is a guest from Galbadia
  ...”",""
"“  1 Nothing here
      2  A man comes out
      3  A female reporter is there
  ...”",""
"“  1 Old couple on vacation is there
      2  Go to Timber!
      3  Woman questions staff(After Timber)
  ...”",""
"“  1 Check out lobby
      2  Huge book shelf
      3  Reading center
  ...”",""
"“  1 Normal
      2  Listening to broadcast 2
      3  Love event 3
      4  Listening to broadcast 1
  ...”",""
"“  1 Library Committee
      2  After Garden moves
      3  Look at love
  ...”",""
"“  1 Ellone is there 1
      2  Ellone is there 2
      3  Rinoa is listening to broadcast
  ...”",""
"“  1 Saw 1
      2  Didn't see”",""
"“  1 Conceited SeeD
      2  Pony-tailed girl
      3  Random”",""
"“  1 Love 0
      2  Love 1
      3  Love 2”",""
"“  1 Beginning
      2  Diarrhea
      3  Dog jumps on
  ...”",""
"“  1 As usual
      2  Ellone is there 1
      3  Ellone is there 2
  ...”",""
"“  1 Shizuka-chan isn't there
      2  Shizuka-chan is there
  ...”",""
"“  1 Outta control kid isn't there
      2  Outta control kid is there
  ...”",""
"“  1 Nothing there
      2  Outta control kid runs out
      3  The boy's mother is over
  ...”",""
"“  1 Nothing there
      2  Sleep over
  ...”",""
"“  1 Nothing there
      2  Boy's mother appears
      3  After mom event, she's there again
      4  Mischief event
      5  Beginning
  ...”",""
"“  1 Master 1
      2  Master 2
      3  Master 3
      4  Master 4
      5  Master 5
      6  Master 6
  ...”",""
"“  1 After fight with master
      2  Before fight with master
      3  After speaking with Dr. Kadowaki
      4  After Garden vs. Garden
  ...”",""
"“  1 Nothing there
      2  Before battle with master
  ...”",""
"“  1 After battle with master
      2  Nothing there
  ...”",""
"“TOCCA
     1  Start game
     2  Inside car event
     3  Back from Dollet
     4  Become a SeeD
     5  Leave for Timber
     6  Go to Galbadia
     7  After festival
     8  Garden in chaos
     9  Find Ellone
     10  End Ifrit
     11  Defeat master
  ...”",""
"“Hellmoot Lang
   12  End Fujin, Raijin
      13  Selphie wants to go to Trabia
      14  End memory
      15  End wilderness
      16  After missile base
  ...”",""
"“  11  Defeat master      12  End memory  ...”",""
"“NICECLAP
   1 End event getting out of car
      2  Park car in Balamb entrance
      3  End event getting off boat
      4  Car leaves with Seifer
      10  Step 2 for band
      X  It's the bloody road after all
  ...”",""
"“OZOC
   1 End event getting out of car
      2  Park car in Balamb entrance
      3  End event getting off boat
      4  Car leaves with Seifer
      10  Step 2 for band
      X Sugino! Sugino is where!?
  ...”",""
"Mikami Reiko
“......
   1 To wilderness 1
      2  {Red}Commander + Captain{White}
      3  Library 7 Love love test
      4  To Winhill
      5  To Winhill (Square)
      6  Love love hallway
  ...”",""
"“AGOST·SHOP”
Balamb
After Balamb occupation, money
Basic
Housewife talk, 2nd time
Housewife talk, 3rd time
...",""
"Chocobo
Battle 2
Trabia field
Voice de chocobo
...",""
"#test3","80"
"Chiken
“Sound Test”
 On-Memory Sound
 Load Sound
 To Start Map
 Exit",""
"“Load Sound”
 Sound1
 Sound2
 Sound3
 Sound4
 Sound5
 Sound6
 Sound7
 Sound8
 Sound9
 Sound10
 Return",""
"“Sound1”
 WAVE0800
 WAVE0801
 WAVE0802
 WAVE0803
 WAVE0804
 WAVE0805
 Exit",""
"“Sound2”
 WAVE0806
 WAVE0807
 WAVE0808
 WAVE0809
 WAVE0810
 WAVE0811
 Exit",""
"“Sound3”
 WAVE0812
 WAVE0813(Not Avilable)
 WAVE0814
 WAVE0815
 WAVE0816
 WAVE0817
 Exit",""
"“Sound4”
 WAVE0818
 WAVE0819
 WAVE0820
 WAVE0821
 WAVE0822
 WAVE0823(Not Available)
 Exit",""
"“Sound5”
 WAVE0824
 WAVE0825
 WAVE0826
 WAVE0827
 WAVE0828
 WAVE0829
 Exit",""
"“Sound6”
 WAVE0830
 WAVE0831
 WAVE0832
 WAVE0833
 WAVE0834
 WAVE0835
 Exit",""
"“Sound7”
 WAVE0836
 WAVE0837
 WAVE0838(Not Available)
 WAVE0839(Not Available)
 WAVE0840(Not Available)
 WAVE0841
 Exit",""
"“Sound8”
 WAVE0842
 WAVE0843
 WAVE0844
 WAVE0845
 WAVE0846
 WAVE0847
 Exit",""
"“Sound9”
 WAVE0848
 WAVE0849
 WAVE0850
 WAVE0851
 WAVE0852
 WAVE0853
 Exit",""
"“Sound10”
 WAVE0860
 WAVE0861
 WAVE0863
 WAVE0865
 WAVE0867
 WAVE0881
 Exit",""
" 0005~0026
 0027~0044
 0045~0056
 0057~0071
 0072~0089
 0090~0099
 0101~0111
 0112~0122
 0123~0132
 0133~0142
 0150~0197
 Next
 Exit",""
" 0198~0211
 0212~0226
 0227~0257
 0259~0280
 0285~0326
 0328~0374
 0379~0394
 0401~0420
 0421~
 (Not Available)
 (Not Available)
 Next
 Exit",""
"“On-Memory1”
 Take a step(0005)
 Jump(0006)
 Sink(0007)
 DAN!(0010)
 Sand-L(0017)
 Sand-R(0018)
 Slash(0019)
 Move(0022)
 Pi(0025)
 Dosa!(0026)
 Return",""
"“On-Memory2”
 Jari(0027)
 Thunder?(0028)
 Shake(0029)
 Bush(0031)
 Zusa(0032)
 Door(0040)
 Announce(0041)
 Hit a K/B(0042)
 Shadow Boxing(0043)
 TV Noise(0044)
 Return",""
"“On-Memory3”
 Creak of Door(0045)
 Alarm(0046)
 Wire(0047)
 SandStorm(0048)
 Bell(0049)
 Elevator(0050)
 Footwork(0051)
 Window Close(0052)
 Waterworks(0053)
 HeartBeat(0056)
 Return",""
"“On-Memory4”
 Outside Train2(0057)
 Jump on the train(0060)
 K/B Input OK(0061)
 Monster A/B(0063)
 Crossing(0065)
 Horn of Train(0066)
 Wearing(0067)
 Cardreader(0068)
 Brake(0070)
 Window Open(0071)
 Return",""
"“On-Memory5”
 Computer1(0072)
 Change Windows(0073)
 Open Elevator(0074)
 Paper Noise(0075)
 Sit down(Angry)(0076)
 Conputer Pi(0077)
 Knocking the Door(0086)
 Computer2(0087)
 Punch a Sandbag(0088)
 Elevator Arrive(0089)
 Return",""
"“On-Memory6”
 Elevator Open(0090)
 Door of Classroom(0091)
 Extension(0092)
 A Pot(0093)
 Open a Wooden Door(0094)
 Inside Ship(0095)
 Cat(0096)
 Cat's Bell(0097)
 Cat's Purring(0098)
 Ship's Door(0099)
 Exit",""
"“On-Memory7”
 FUJIN Kick(0101)
 A house Door(0102)
 Clapping(many)(0103)
 Run against Selphie(0105)
 Wearing2(0106)
 Door of Training(0107)
 Repair a Car(0108)
 Panel ON(0109)
 Panel OFF(0110)
 Announce(Train)(0111)
 Return",""
"“On-Memory8”
 Sit Down a Sofa(0112)
 A Horn(0113)
 Attention!(0114)
 Shake glasses on tray A·B(0115)
 T-Board(0117)
 Door Off of train(0118)
 Step a hand(0119)
 Particle of witch(0120)
 Weathercock(0121)
 Down at bush(0122)
 Return",""
"“On-Memory9”
 Zell strikes train's floor(0123)
 Quistis run against Rinoa(0124)
 Adjusting(0125)
 Resonance(0126)
 Turning a water mill(0127)
 Upstairs(0128)
 Adjusting(0129)
 Adjusting(0130)
 A creek BG(0131)
 Underground Enterance(0132)
 Return",""
"“On-Memory10”
 Key(0133)
 Adjusting(0134)
 Closed a door of Rinoa's house(0135)
 Models of Train(0136)
 Stomachache(0137)
 Sit down(general purpose)(0138)
 Rinoa hands Squall a paper(0139)
 Adjusting(0140)
 Train's door(0141)
 Closing Switch of Triumphal arch's gate(0142)
 Return",""
"“On-Memory11”
 frog(0150)
 Coins(0151)
 Emergency Brake(Agit4·0162)
 Du trap(0191)
 Seifer bites Squall(0192)
 Wooden Door Close(0193)
 Woodern Door Open(0194)
 gmtika1 Door(0195)
 monitor1(0196)
 monitor2(0197)
 Return",""
"“On-Memory12”
 turning on and off(0198)
 Autolock(1)(0199)
 Autolock(2)(0200)
 Cast a spell at the Jail(0201)
 Zell bites Guardmen(0204)
 Landslide(0205)
 Laguna comes to blow(0207)
 Squall bites Zell with G/B(0208)
 Train leaves from DesertStation(0209)
 Door Open (Outside of a Base)(0211)
 Return",""
"“On-Memory13”
 Card key(0212)
 Gate of Missile base(0213)
 Sound of Fighting(0214)
 Shelter Machine Appear(0215)
 Elevator Stopped(0217)
 Elevator's floor Opened(0219)
 Change!(0220)
 Door open at Missile base(0222)
 Missile base Shaken(0224)
 Panel's sound(0226)
 Return",""
"“On-Memory14”
 Switch turned off(0227)
 Ifreet Appear(0228)
 Witch cast a spell2(0235)
 Computer1(0239)
 Computer2(0240)
 Computer3(0241)
 Dinamyte Switch(0246)
 Cast a spell in a Garden(0255)
 Blined Opened(0256)
 Belt convayor(0257)
 Return",""
"“On-Memory15”
 Screw down(0259)
 Enemies' Falling down(0262)
 A Dog in the train(0263)
 Witch casts spells in a speech(0267)
 President flown away(0269)
 Spark!(0273)
 bgmd28 Iron gate(0274)
 Sido thrown something to Squall(0278)
 Using a Computer desperately(0279)
 oilsipper Appear(0280)
 Return",""
"“On-Memory15”
 MD motor started(0285)
 Falling down the ladder(0287)
 Norg Closed(0295)
 Norg Opend(0298)
 tgroom2 Repair(0300)
 Headaches(0303)
 Water Splash(0307)
 Down a camera(movie)(0315)
 Noise(movie)(0318)
 Computer monitor of the Hall(0326)
 Return",""
"“On-Memory16”
 Witch casted Rinoa a spell(0328)
 Dropped a tray(0345)
 Take back weapons(0346)
 Switch of water mills(0356)
 Water run(0358)
 Switch to run water(0359)
 Witch's spell of speach(0364)
 Key in(0371)
 Shaken anad Opened(0372)
 Time count(0374)
 Return",""
"“On-Memory17”
 Balamb Garden's steer(0379)
 Radio in the jail(0380)
 Dropped a coin to water(0381)
 Chinema(0382)
 gmmoni1(0383)
 gmmoni1 Error(0384)
 A Ladder downed at underground watersupply(0385)
 Spark of motor(0392)
 A button of Elevator(nothing)(0393)
 Light lamp of GO(0394)
 Return",""
"“On-Memory18”
 gdsand3 Missile fired(0401)
 Auto door 2(0410)
 Turned off of elevator lamp(0411)
 Computer BG(0412)
 Hole appear in the sky(0415)
 Noise in the sky 1(0417)
 Noise in the sky 2(0418)
 Light circle of elevator(0419)
 Auto doors of Luna Gate(0420)
 Nothing(:_:)
 Return",""
"“On-Memory19”
 “DO”(0424)
 “RE”(0425)
 “MI”(0426)
 “FA”(0427)
 “SO”(0428)
 “RA”(0429)
 “SHI”(0430)
 “DO”(0431)
 -(+_+)
 -(+o+)
 Return",""
"“WAVE0800”
 Dog 1(0002)
 Dog 2(0001)
 Return",""
"“WAVE0801”
 Dog 3(0015)
 Slash a sword(0014)
 Return",""
"“WAVE0802”
 KANI left foot(0011)
 KANI right foot(0012)
 Iron step-L(0020)
 Iron step-R(0021)
 Elevator stopped(0023)
 Electric discharge(0024)
 Falling down(0033)
 Flip(0034)
 Crawl R(0037)
 Crawl L(0038)
 Return",""
"“WAVE0803”
 KANI left foot(0003)
 KANI right foot(0004)
 jump(0008)
 land(0009)
 KANI left foot16(0013)
 KANI right foot16(0036)
 a metal sound(0035)
 Return",""
"“WAVE0804”
 Dog 4(0016)
 Bell(0039)
 Return",""
"“WAVE0805”
 Outside of trains 1(0054)
 Inside atrains(0055)
 Stop trains(timber3·0145)
 Stop trains(timber4·0158)
 Train started(timber3,4·0160)
 Trains stopped suddenly(timber4·0161)
 Trains stopped suddenly(timber4·0162)
 Train stopped(timber6·0174)
 Return",""
"“WAVE0806”
 Car/outside(0058)
 Car/inside(0080)
 Car door opens(0083)
 Car door closes(0084)
 Car brake(0085)
 gwpool2(0156)
 gwstaup1(0157)
 gdsand3(0166)
 gdsta1(0167)
 Galbadia garden's car starts(0265)
 Return",""
"“WAVE0807”
 Ship·outside(0059)
 Return",""
"“WAVE0808”
 Ifrite appear(0069)
 Return",""
"“WAVE0809”
 Fountain of school(0078)
 Return",""
"“WAVE0810”
 Lava(0079)
 Return",""
"“WAVE0811”
 Finger cracker(0082)
 Clapping(once)(0081)
 Return",""
"“WAVE0812”
 Cat(0096)
 Bell of cat(0097)
 Cat purring(0098)
 Craaaaaash!(0148)
 Return",""
"“WAVE0814”
 Norg·Angry(0153)
 Norg·Normal(0154)
 Return",""
"“WAVE0815”
 Idea Appear(0155)
 Idea casts spell(0242)
 Return",""
"“WAVE0816”
 Gun reloaded(0143)
 Gun Lifted(0272)
 Return",""
"“WAVE0817”
 Jail Shaken(0144)
 Return",""
"“WAVE0818”
 Spark:Bound Squall(0163)
 Chain:Bound Squall(0164)
 Chain off:Bound Squall(0165)
 Finger cracker(0343)
 Seifer takes a posture(0344)
 Return",""
"“WAVE0819”
 Rain BG(0169)
 Return",""
"“WAVE0820”
 Pusing the launcher(0170)
 Positioned the launcher(0177)
 Balb open(0290)
 Return",""
"“WAVE0821”
 Motor(0171)
 Return",""
"“WAVE0822”
 Hidden loop door(0172)
 Take a glass(0269)
 Return",""
"“WAVE0824”
 Garden BG(0176)
 Return",""
"“WAVE0825”
 Ladder downed(0179)
 Ladder broke the window(0288)
 Return",""
"“WAVE0826”
 Shelter machine fall(0180)
 Shelter machine falling(0181)
 Shelter machine appear(0247)
 Shelter machine motor(0248)
 Shelter machine landing(0249)
 Return",""
"“WAVE0827”
 Witch casts a spell Rinoa(0182)
 Rinoa downed(0314)
 Return",""
"“WAVE0828”
 Explosion of underground(Big)(0231)
 Explosion of underground(Small)(0232)
 Rock locked(0244)
 Irvine exploded at Zell's house(0302)
 Return",""
"“WAVE0829”
 Seifer appeared at speaching(0233)
 Return",""
"“WAVE0830”
 Burining grass(0234)
 Return",""
"“WAVE0831”
 cdfield6·sea(0237)
 cdfield6·tope suiside(0238)
 Return",""
"“WAVE0832”
 Dog:cry(0252)
 Dog:Vow(0253)
 Return",""
"“WAVE0833”
 Selphie:introduce weapons(0294)
 Zell:posed(0334)
 Quistis:posed(0337)
 Selphie:posed(0340)
 Appeal the weapon(0347)
 Return",""
"“WAVE0834”
 Voice of Julava(0254)
 Julava buzzing(0386)
 Julava moving(0388)
 Return",""
"“WAVE0835”
 Irvine“BANG”(0275)
 Return",""
"“WAVE0836”
 Level-MD Shake(0282)
 Return",""
"“WAVE0837”
 Elevator falling down(0291)
 Elevator stopped(0401)
 Return",""
"“WAVE0841”
 Garden hit:Shaken(0321)
 Garden hit:Shaken·loop(0323)
 Impact of moving arm(0354)
 Impact of stopped arm(0355)
 Return",""
"“WAVE0842”
 Edea disappear·loop(0304)
 Edea disappear:floor(0309)
 Return",""
"“WAVE0843”
 Edea appear braking the window(0311)
 Return",""
"“WAVE0844”
 Armor falling down:once(0324)
 Armor falling down:twice(0325)
 Return",""
"“WAVE0845”
 Bahamoot1(0331)
 Bahamoot2(0332)
 Bahamoot3(0333)
 Return",""
"“WAVE0846”
 Return",""
"“WAVE0847”
 Irvine's rifle(0349)
 Gunfire:single(0350)
 Irvine pushed down(0353)
 Return",""
"“WAVE0848”
 Water drop(096)
 Wind(097)
 Return",""
"“WAVE0849”
 Stone up(0357)
 Secreto voice(0361)
 Casket opened(0362)
 Minotaur called(0369)
 Return",""
"“WAVE0850”
 Chain off(0360)
 Return",""
"“WAVE0851”
 High-heeled L(0367)
 High-heeled R(0368)
 Return",""
"“WAVE0852”
 bggate6a:Engine loop(0375)
 Return",""
"“WAVE0853”
 Punch:flying(0376)
 Kick:flying(0377)
 Return",""
"“WAVE0860”
 Wind and Seagull BG(After Rinoa movie·0390)
 Garden BG(After Rinoa movie·0390)
 Return",""
"“WAVE0861”
 Exhaust note(0395)
 Return",""
"“WAVE0863”
 Flying machine(0398)
 Flying machine hit Squall(0400)
 Return",""
"“WAVE0865”
 Crash1(0406)
 Crash2(0407)
 Crash3(0408)
 Crash4(0409)
 Return",""
"“WAVE0867”
 Esther motor move(0421)
 Return",""
"Zell
“What?
 Don't push me!”",""
"“Titan's Dungeon”
 Outside
 Dungeon1
 Dungeon2
 Dungeon3
 Dungeon4
 Dungeon5
 Room1
 Room2
 Room3
 Room4
 No thx",""
"Rinoa
“Esthar”
 Great Soltlake
 Great Wall
 Luna Gate
 Sealing Establishments
 RGROAD11
 Leave",""
"“Great Soltlake”
 View(Raguna)
 View(Squall)
 Road1
 Road2
 Road3
 Blind Alley
 Wall1
 Wall2
 Wall3
 Wall4
 Leave",""
"“Great Wall”
 Bridge1
 Bridge2
 Gate
 Elevator1
 Elevator2
 Elevator3
 Panel1
 Panel2
 Leave",""
"“Luna Gate”
 Outside1
 Outside2
 Concourse1
 Concourse2
 Control Room
 Freezing Room
 Launcher
 Leave",""
"“Sealing Establishments”
 View1
 View2
 Enterance1
 Enterance2
 Pod
 Lunatic Pandra
 Leave",""
"Selphie
“{Galbadia}”
 Dungeon
 Missile Base
 Leave",""
"“Missile Base”
 Deserts
 Grounds
 Corridors
 Rooms
 Leave",""
"“Rooms”
 Substation
 Launcher Room
 Hunger
 Control Room1
 Control Room2
 Monitor
 Leave",""
"“Corridors”
 Corridor1
 Corridor2
 Corridor3
 Corridor4
 Corridor5
 Leave",""
"“{Galbadia} Desert”
 Station
 Platform
 Desert
 Leave",""
"“Parking”
 No Launchers
 Launcher Arrive
 Launcher Broken
 Outside
 Leave",""
"{Dollet} Army
“Configration”
 Set Flags
 Clear Flags
 Add Party
 Delete Party
 Selphie First
 Chage Clothes
 Refresh Party
 Leave",""
"Add
 Squall
 Zell
 Irvine
 Quistis
 Rinoa
 Selphie
 Seifer
 Leave",""
"Delete
 Squall
 Zell
 Irvine
 Quistis
 Rinoa
 Selphie
 Seifer
 Leave",""
"Change Clothes
 Normal Sqaull
 Normal Zell
 Normal Selphie
 Squall with Garden's uniform
 Zell with Garden's uniform
 Selphie with Garden's uniform
 All Normal
 Ai Uniform
 Leave",""
"Set Flags
 {Balamb} Garden
 Showed Map
 Party Separated
 Cleared Desert Events
 Missile Base
 Leave",""
"{Balamb} Garden
 Cleared Classroom Events
 Cleared Restaulant Event1
 Cleared Fire Dungeon
 Irvine Appeared
 Selphie Appeared
 Crash into FH
 Restart Garden
 After Rinoa Downed1
 After Rinoa Downed2
 Squall Found at FH
 SeeD First Mission
 Leave",""
"Missile Base
 Parked
 Emergency Light
 Pushed Launcher
 Set Grid
 “Damn,Escaped!”
 Changed
 After Battle(true)
 After Battle(False)
 Emergency1
 Emergency2
 Afeter Boss Battle
 Leave",""
"Selphie First!
 Zell 2nd
 Rinoa 2nd
 Quistis 2nd
 Irvine 2nd
 Leave",""
"Selphie+Zell
 +Rinoa
 +Quistis
 +Irvine
 Leave",""
"Selphie+Rinoa
 +Zell
 +Quistis
 +Irvine
 Leave",""
"Selphie+Quistis
 +Zell
 +Rinoa
 +Irvine
 Leave",""
"Selphie+Irvine
 +Zell
 +Rinoa
 +Quistis
 Leave",""
" +Zell
 +Rinoa
 +Quistis
 Leave",""
"“Level MD”
 Elevator
 MD1
 MD2
 MD3-1
 MD3-2
 Leave",""
"“Elevator”
 Elevator1
 Elevator2
 Elevator3
 Elevator4
 Leave",""
"“MD1”
 MD1-1
 MD1-2
 MD1-3
 MD1-4
 Leave",""
"“MD2”
 MD2-1
 MD2-3
 MD2-4
 MD2-5
 MD2-6
 MD2-7
 MD2-8
 Leave",""
"Irvine
“Other Events”
 Garden Car
 Landing Ship1
 Landing Ship2
 FH21
 FH22(Before Battle)
 FH22(Meet Again)
 FH23(Before Battle1)
 FH23(Before Battle2)
 FH23(Rinoa(in))
 FH23(Rinoa(Out))
 FH24
 Leave",""
"Quistis
“{Balamb} Garden”
 Restaulant
 Classroom
 Level MD
 Leave",""
"“Restaulant”
 Restaulant1(First)
 Restaukant1(Rinoa)
 Restaulant1(FH)
 Restaulant2
 Restaulant3
 Leave",""
"“Classroom”
 Classroom1
 Classroom3
 Panel1
 Panel2
 Leave",""
"“Vibration Test1”
00
01
02
03
04
05
06
07
08
09
More
Exit",""
"“Vibration Test2”
10
11
12
13
14
15
16
17
18
19
More
Exit",""
"“Vibration Test3”
20
21
22
23
24
25
26
27
28
29
More
Exit",""
"“Vibration Test4”
30
31
32
33
34
35
36
37
Exit",""
"#test2","79"
"{Grey}After Dollet Mission{White}
Outside the city
Inside  the house

CARD rule
Photograph 06 Pub
Photograph 07 Pub
That's all",""
"{Grey}Outside Dollet{White}
Entrance by the sea
City 1
City 2
City 3
Square 1
Entrance WM side
Harbor
Beach 1",""
"{Grey}Dollet/inside{White}
Pub 1
Pub 2
Pub 3
Hotel Lobby
Hotel Room
Minka 2
That's all",""
"“It iz nothing.
  It iz stupid.”",""
"Normal
Beat the man
Queen is here",""
"{Grey}Dollet/Mission{White}
City (Going)
City (After square 2)
Miti antenna (Going)
In antenna (Going)
{Yellow}In antenna (Back)
Miti antenna (Back)
City (Back)",""
"{Grey}City/Going{White}
Mission/OP
Beach 2 (No movie)
City Entrance 1
City 1
City 2
City 3
Square 1
Square 2",""
"{Grey}City/After square 2{White}
Square 1
City 3
City 2
City 1
City Entrance 1
Beach 2",""
"{Grey}Path/Going{White}
Path 11
 21
 51
 31
 41
 33
Exterior 11",""
"{Grey}During Tower/Going{White}
During 11
 {Grey}21 (Not used){White}
 41
 31 (Before movie)
 42 (After movie)",""
"{Grey}During Tower/Back{White}
{Yellow}During 32 (After order)
 42 (After withdrawal)
 32 (After withdrawal)
 {Grey}22 (Not used){Yellow}
 12",""
"{Grey}Path/Back{White}
{Yellow}Exterior 12
Path 34
 41
 32
 51
 61
 21
 11",""
"{Grey}City/Back{White}
{Yellow}Square 2
City 3
City 2
City 1
Beach 2 (Beat crab)
Beach 2 (Pass by crab)
{Red}Extra Path 51
BetuInfo Square 2a",""
"{Grey}Laguna/Centra{White}
LunaPan Excavation Scene
Inside LunaPan/Laguna
LunaPan Labo
Laguna Kaiso
Edea's Ship",""
"{Grey}Excavation Scene{White}
1 Start
2 Separate Paths
3 Go down the ladder
4 To LunaPan 1
5 To LunaPan 2
7 To LunaPan 3
8 To LunaPan 4
6 Dive into the sea",""
"{Grey}Inside LunaPan{White}
Exit 1  From Cd4
Path 11 Hatch
Path 21 Tilted hole
Exit 2  From Cd5
Exit 3  S-iwa/B-ana/To Cd7
Path 31 B-iwa/Dynamite
Path 5  natural cavity
Path 41 Crumbling wall
Exit 4  From Cd8
Exit 5  To   Cd6",""
"{Grey}LunaPan Labo{White}
Moor (Lag)
Labo (Lag)
View 1 (Lag)
{Yellow}Laguna/Scenario{White}
Labo (Squ)
View 1 (Squ)
View 2 (Gate falls)
{Grey}To WM (Squ)
To WM (Gate falls){White}",""
"{Grey}LunaPan Lab Scenario{White}
Moor First battle
Moor After 1'st battle
Labo Odine iru
View Get information
Labo Odine inai
Moor Before 2'nd battle
Moor After  2'nd battle
View Escape",""
"Mumba is saved
Mumba cannot be saved",""
"{Grey}Kaiso Laguna{White}
Magic /Labo
Seal  /View
Magic /Labo 2
LunaPan Labo /View
LunaPan Labo /Labo
Seal /View 2
Seal /Pod",""
"{Grey}Edea's Ship{White}
Front1(Middle)
Front2
Back1
Cont1
Room1
{Grey}Day and night map{White}
WM near the ship",""
"{Grey}Ship (For day/night){White}
{Grey}Front3 (Middle) (Day)
Front4 (Day)
Back2 (Day)
Cont2 (Day)
Room2 (Night){White}",""
"{Grey}Big cat{White}
Squ Switch
Lag Switch
Squall by himself
Input GF name
From Laguna to the present
Item full
Let's do battle!
Card & TIPS",""
"{Grey}Decline{White}
1 Galbadian soldier
Sabotemda
Go TEST1
Biggs & Wedge
Crab mecha",""
"Give me more GF
{Grey}That's enough",""
"Give me the leftover GF
{Grey}That's enough",""
"You won",""
"You ran away",""
"{Grey}Squ Switch{White}
0 Everybody disappear
1 Zell
2 Irvine
3 Quistis
4 Rinoa
5 Selphie
6 Seifer
7 Edea
Squall by himself",""
"{Grey}Lag Switch{White}
Laguna by himself
Lag + Kyro
Lag + Kyro + War
Menu junction",""
"{Grey}Timber{White}
City (1~5)
City (6~8 and back)
Agit
Inside the house
TV station
RATI plan
{Yellow}Follow the plan",""
"{Grey}City 1~5{White}
Entrance
City 1
City 2
City 3
{Yellow}City 4(Start){White}
City 51
City 52",""
"Normal
Item Get!",""
"{Grey}City 6~8 back{White}
City 6
City 7
city 8
Back way 1
Back way 2",""
"{Grey}Base{White}
1 Entrance
2 Meeting room
3 Waiting room
4 Rinoa's room
5 Operation",""
"{Grey}Inside the house{White}
Hotel lobby
Hotel room
Minka 1
Minka 21
Minka 22
Pub",""
"{Grey}TV station{White}
GaitoTV
TV screen 1
TV screen 2
TV station exterior
Studio 1
Studio 21
Studio 22",""
"{Grey}Abduction plan{White}
Roof 1
Roof 2
Roof 3
Connection 1
Connection 2
President's car",""
"{Grey}Follow the plan{White}
1 Arrival ~ Agit train
{Grey}2 Rati Plan{White}
3 Agit train again
4 GO to TV station ~ City
5 Gaito TV ~ Studio
6 Running away TV station
7 GO G-Garden



",""
"{Grey}1 Arrival~Agit train{White}
Arriving /City 4
On the train /City 3
Introductions /Agit 1
Saikai /Rinoa's room
Introductions 2 /Agit 1
Meeting /Agit 2
After Meeting /Agit 2
Before Pati Plan  /Agit 1",""
