"ita","Comment"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"「0」",""
"「1」",""
"「2」",""
"「3」",""
"「4」",""
"「5」",""
"「6」",""
"「7」",""
"「8」",""
"「9」",""
"「10」",""
"「11」",""
"「get 10 CARDs
 set rule」",""
"「number {Varb0}」",""
"last rule{Varb0}
tairiku rule{Varb1}
get number{Var2}
get bit{Varb3}
lost number{Var4}
lost bit{Varb5}",""
"{Grey}{x0527}no party setting{White}
SYSTEM kankei
garden·fire cave·ship·ED
wood·past wood·desert
G garden
deling city1
deling city2
FH
GvsG
garden
space st
seal·tear·centra
castle·future",""
"{Grey}ED·garden·fire·blackMAP{White}
escape pod(af.comp)
ED black
ED white
idea Hous({x0527}room)
outside({x0527}af.mission)
inside5
esta test
ragnaloc
cockpit4
cockpit5
witch room",""
"{Grey}SYSTEM{White}flag clear
Full party({x0527}NAME menu)
save1({x0524}2{x0527}3){White}
Queen Balam({x0527}only place)
Queen Doll({x0527}only place)
Queen Galbadia({x0527}only place)
Queen Trabia({x0527}only place)
Queen Centra({x0527}only place)
Queen FH({x0527}only place)
Queen Space({x0527}only place)
Queen Esta({x0527}only place)
Setting CARD",""
"{Grey}Timber wood{White}
Desert1
Desert2
Desert3
Present wood({x0527}be.J)
({Red}past J{White})Timber wood
past Timber wood({Squall})",""
"{Grey}G garden{White}
room(seifa dead)
hall1
hall2(fujin raijin)
view2(join irvine)
view2(first visit)
gate1
gate3
station({x0527}af.FH)
af.GDvsGD
witch room",""
"{Grey}Deling City1{White}
ST up1({x0527}station2)
(pastJ)Deling City({x0527}NO Drink)
fury·first
fury·share team
fury·Quistis sorry
fury·door close
fury·plan explain
witch·rinoa·bangle
witch2·BATTLE
stage
guard talk",""
"{Grey}Deling City2{White}
water3({x0527}squall)
Pre.side view
Pre.(irvine)
Gate close
clock tower
shooting
GO BATTLE
af.Mission City
af.G City
Pre. Be,BATTLE",""
"{Grey}FH{White}
concert riha
Wise house noon({x0527}Pre)
PARA long shot({x0527}night)
PARA side(jig)
PARA side(mood)
PARA side(sax)
PARA side(noise)
Wise house ship
Wise House event
concert2
af.FH kote
FH party·S R Q({x0527}S I Z)",""
"{Grey}G VS G{White}
2F11 Be.Fight
cockpit({x0527}Enzetu)
under cockpit({x0527}After)
elevator
2F11({x0527}boost)
room window
hall2({x0527}Be.join)
kote({x0527}bike)
kote4
kote5({x0527}Ring)
bike gate({x0527}bike gate2)
cockpit Be.bike",""
"{Grey}GARDEN{White}
kote1({x0527}hyouryuu)
kote2
kote3({x0527}hyouryuu)
Fight test
crush1
kodo2
kodo1
kodo4",""
"{Grey}SPACE{White}
control(ADEL)
space dock
block(Qui)
block(Sel)
block(Irv)
Af.medi
wake up Rinoa
space suit(ADEL)
space2({x0527}space3)
escape pod({x0537}GO out)
Go space({x0527}Rinoa Dead)",""
"{Grey}SEAL·tear·Centera{White}
Seal(Time up)
Tear·Normal
Tear·pandora
Tear·Af,tear
CentraDun(Roof)
CentraDun Tower1
Laguna snap",""
"{Grey}Castle·Future{White}
Castle
Room
clock3
treasure
elevator
water gate(all key get)
yard
bridge
Jail
Bell room
future
Time Gate",""
"wisef2
Zel
qui
irv
rin",""
"{Grey}GvsGparty{White}
irv sel
sel qui
qui irv",""
"{Grey}GvsG gate{White}
zel irv
zel sel
zel qui",""
"{Grey}GGwitch party{White}
squ zel irv
squ rin sel
squ rin qui",""
"{Grey}EFBIG1{White}
zel irv sel
zel irv qui
zel irv ede
zel sel irv
zel sel qui
zel sel ede
zel qui irv
zel qui sel
zel qui ede
zel ede irv
zel ede sel
zel ede qui",""
"{Grey}GLSTA2{White}
squ zel irv
squ sel qui
squ rin zel
squ rin irv
squ rin sel
squ rin qui",""
"{Grey}GLTOWN1{White}
squ zel irv
squ irv qui
squ rin sel
squ sel qui
squ qui zel",""
"{Grey}SPACE{White}
squ irv
squ sel
squ qui",""
"“You wish to challenge me?”
Yes
No",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Balamb's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Galbadia's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Trabia's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Centra's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Dollet's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 FH's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Lunar's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Esthar's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Balamb's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Galbadia's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Trabia's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Centra's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Dollet's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 FH's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Lunar's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Esthar's rules and ours.”",""
"Queen
“I am the queen of cards.  I travel
 all over the world to monitor and
 enforce the various card rules.”",""
"Queen
“What do you want to know?”
(This area's rules)
(The current trend of trading rules)
(How are the rules passed on?)",""
"Queen
“What do you want to know?”
(This area's rules)
(The current trend of trading rules)
(How are the rules passed on?)",""
"Queen
“Basically, each region
 has its own rules.”
{NewPage}
“The rules you're carrying
 are passed on as you travel
 to various regions.”
{NewPage}
“As for the trading rules, they gradually
 spread out from a region where the
 card game is most popular.”
{NewPage}
“Of course, this region can change constantly
 depending on your course and actions.”
{NewPage}
“Also, my presence in a region
 can change its trading rules
 at times.”",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"#test7","84"
"”Where?”
(no)
(bar)
(timmani)
(sand)
(net)",""
"”member”
(no)
(Party)
(junk?)",""
"”Where?”
(no)
(edea-bigroom)
(edea-rain)
(sflag-clear)
(?)",""
"”Where?”
(no)
(winhill)
(preji-nrm
(epwork3)
(winhill-now)",""
"”Where?”
(no)
(edea-now)
(edea-past)
(edea-ship)
(?)",""
"”Where?”
(no)
(ragcock)
(ragguest-front)
(ragguest-back)
(?)",""
"”When”
(laguna-soldier)
(laguna-normal)
(laguna to squall)",""
"Pict
(no)
01
02
03
Next",""
"Pict
(no)
04
05
06
Next",""
"Pict
(no)
07
08
19
Next",""
"Pict
10
11
12
13
14",""
"#testbl2","91"
"Ai gufi del bosco,

 Il contratto della vostra missione con
 i SeeD scadrà all'indipendenza di {Timber}.
 Vi prego di collaborare con i SeeD al
 fine di conseguire l'obiettivo desiderato.

 Si rende noto che, essendo un contratto
 particolare, nel caso venissero a mancare
 membri SeeD, non potranno essere sostituiti.

 Il preside del Garden di {Balamb}, Cid Kramer.",""
"“Dummy”",""
"#testbl6","95"
"",""
"",""
"",""
"“Esseri meravigliosi o miseri mortali!
 Metterò la mia spada a vostra disposizione!”
{NewPage}
“Avete invocato il mio aiuto ed io,
 magnanimo, vi aiuterò!”",""
"“Il vostro destino è compiuto!
 PERITE SOTTO LA MIA SPADA!!”",""
"Ritorna alle rovine e prova di nuovo
Rinuncia",""
"(Ma cosa succede?)",""
"(Come sta {Rinoa}?)",""
"(Riprova di nuovo)
(Riprova con HP+200, più facile)
(Rinuncia...GAME OVER)",""
"Suggerimento:
Bloccando i colpi del nemico con una
buona difesa, è possibile utilizzare
gli attacchi più volte.",""
"Suggerimento:
Il calcio non danneggia molto il nemico,
ma poiché è molto veloce, è utile per
interrompere l'attacco continuato del nemico.",""
"Suggerimento:
Vince chi resta con più HP
quando scade il tempo.",""
"“Quale sigillo vuoi rompere?”
{Grey}Oggetti
Magie
G.F.
Assimila
Abilità comando
Tecniche speciali
Riattiva assetto di guerra
Salva",""
"#test9","86"
"Test
Hello
How Are You",""
"#test13","87"
"Il treno per Balamb è Selphie dal ‘treno 3'
Linea per Accademia Est, Seifer da ‘Hi'
Linea per Deling city, Seifer da ‘Shi' 
Relazioni con F.H iniziano da Zell F.H.
Villaggi, Seifer da ‘Entrata alla cupola'
Fondale oceanico da soldato di Dollet
Relazioni con Chocobo iniziano da Rinoa",""
"Nununuma (F.H.)
“Sette colori Brake”
Gru
Gru 2
Punto osservazione
Sul tetto
A pesca
Al grande buco
Ritrono dalla batt. (prima del Festival)
Extra
Agg. Gru 6
Sbagliato",""
"Hishishishi (Misc.treno)
“Arrivato
Hi (Accademia Est)
Shi (Per Deling city 1)
Nu (Per Deling city 2)
Ma (Per Deling city 3)
Hi (sbagliato)",""
"Hishishishi
“Treeno”
Treno 3 (inizio
2
1
Junction (Elimina)
4
5
Nulla",""
"“Città F.H.”
Caso di serial killer in periferia
Assassinii nell'entrata dell'hotel 
Stanza segreta dell'hotel (serial killer)
Strano caso di morte sopra la torre acquatica
Dati di omicidi nella residenza
Seguente",""
"“Città di F.H.”
 Torre di guerra
‘Nucleo'
‘Nucleo distrutto'
 Torre 1
 Torre 2
 Torre 3
 Torre 4
 Torre 5
 Torre 6
 Seguente
 Fine",""
"“Dungeon 2”
 Pressione vapore ausiliare
 Rovine 1
 Rovine 2
 Rovine 3
 Rovine 4
 Rovine 5
 Sito scavo rovine
 Fine",""
"“Tribu Shumi 1”
Entrata cupola
Entrata cupola 2
Deserto
Ascensore
Entrata villaggio
Hotel
Avanti
Esci",""
"“Tribu Shumi 2”
Entrata cupola
Entrata cupola 2
Deserto
Ascensore
Entrata villaggio
Hotel
Avanti
Esci",""
"“Investimento”
 Andare F.H.
 Tornare a F.H.
 Dopo F.H. (prova)
 Irvine da solo
 Dopo esser stato lasciato solo
 fine",""
"“Bandiera, esperimento”
 Membro
 Clear totale
 Chocobo citta
 Chocobo fratello
 Chocobo 3
 Chocobo 4
 Chocobo 5
 Chocobo 6
 Chocobo 7
 Fine",""
"“Esthar”
Entrata alla città
Strada uscita 1
Strada uscita 2
Strada uscita 3
Strada uscita 4
Strada uscita 5
Seguente
Uscita",""
"“Esthar”
Autostrada 11
Autostrada 12
Autostrada 2
Autostrada 3
Autostrada 4
Shopping 
Seguente
Fine",""
"“Esthar”
Centro di ricerca sulle magie
Come sopre
Prima della zona d'atterraggio
Zona d'atterraggio
Piazza
Piazza2
Piazza 3
Entrata residenza ufficiale
Fine",""
"#test14","88"
"To go to Esthar,
use the PHS of the Esthar Soldier
in the middle to choose your members.
Take the bottom right person to the house.",""
"Save Point",""
"{Grey}Select Lots of Esthar{White}
Official residence
In front of official residence
Capital entrance 1
Capital entrance 2
Zell Capital entrance 2
Encounter Lunatic Pandora 1
Encounter Lunatic Pandora 2
Encounter Lunatic Pandora 3
In front of landing zone.
Shopping Arcade
Presidential palace meeting room
Inside the residence after Lunar cry
After hearing the president's story.
",""
"{Grey}Select music{White}
Julia
Piano solo
Waltz
Unsure
Solo chorus
Sound of ocean
Secret
Sound of wind
Sound of gentle breeze
",""
"{Grey}Select setting setup{White}
PHS
MD Level
Laguna, to Julia's room
Laguna Party
Junction SquallXLaguna
Squall alone
Meet FH Dobe
Arrive in Esthar
Squall gives piggy back
Clear
Junction LagunaXSquall
",""
"Wait, don't leave me!",""
"What?",""
"{Grey}Select where you want to go{White}
Fisherman Station
Fishermans Horizon tracks
For event on the tracks
Esthar station
Esthar station after Lunar cry
Lunatic Pandora Lab Moor
Esthar Magic lab
",""
"{Grey}Select where you want to go{White}
Galbadia hotel lobby
Galbadia hotel room
Balamb Garden MD level 4-1
Balamb Garden MD level 4-2
Balamb Garden MD level 4-3
Balamb Garden Cid's office
Cid's office, cockpit


",""
"{Grey}Research facility full? 10-21{White}
Magic research lab lobby (Zell)
Magic research lab lobby (after lunar cry)
Magic research lab  Restraining room 1
Magic research lab  Restraining room 2
Magic research lab explanation
Magic research lab Laboratory
Laguna  Magic research lab
Laguna  Magic research lab laboratory
Magic research lab  before making contact
Magic research lab  after making contact
Magic research lab  after hearing story



”",""
"Hotel lobby with everyone
Julia and Laguna  Hotel lobby (can't drink)
Julia and Laguna  Hotel lobby (can drink)

”",""
"{Grey}During Dollet mission{White}
City (going)
City (after square 2)
Path to tower  (going)
During tower (going)
{Yellow}Inside tower (on way back)
Path to tower (on way back)
City (on way back)",""
"{Grey}City/going{White}
Mission/OP
Beach2 (No movie)
City entrance 1
City 1
City 2
City 3
Square 1
Square 2",""
"{Grey}City/After square{White}
Square 1
City 3
City 2
City 1
City entrance 1
Beach 2",""
"{Grey}Path/going{White}
Path 1 of 1
         2 of 1
         5 of 1         3 of 1         4 of 1         3 of 3Exterior 1 of 1XX·XX{White}
XX1X1
X 2X1
X 5X1
X 3X1
X 4X1
X 3X3
XXX1X1",""
"{Grey}During Tower/going{White}
During 1 of 1
             {Grey}2 of 1 (Not used){White}
             4 of 1
             3 of 1 (Before movie)
             4 of 2 (After movie)",""
"{Grey}During Tower/going back{White}
    {Yellow}During 3 of 2 (After order)
    4 of 2 (After withdrawl)
    3 of 2 (After withdrawl)
    {Grey}2 of 2 (Not used){Yellow}
    1 of 2",""
"{Grey}Path/going back{White}
{Yellow}Exterior 1 of 2
Path 3 of 4
         4 of 1
         3 of 2
         5 of 1
         6 of 1
         2 of 1
         1 of 1",""
"{Grey}City/going back{White}
{Yellow}Square 2
City 3
City 2
City 1
{Red}Extra  Path 5 of 1",""
"{Grey}Dollet/outside{White}
City entrance, beach side
City 1
City 2
City 3
Square 1
City entrance, WM side
Harbor
Beach 1",""
"{Grey}Seifer{White}
Remove Selphie
{Red}Number display test{White}
Movie  land
Movie  tower
Movie  car gets crushed
Movie  withdraw
Movie  let's battle!
Cut everyone's footsteps",""
"{Grey}Timber{White}
City (1-5)
City (6-8 and back streets)
Base
Inside house
TV Station
Kidnap plan
",""
"{Grey}City 1-5{White}
Entrance
City 1
City 2
City 3
{Yellow}City 4 (Start){White}
City 5 of 1
City 5 of 2",""
"{Grey}City 6-8 back streets{White}
City 6
City 7
City 8
Back streets 1
Back streets 2

",""
"{Grey}Base{White}
1  Entrance
2  Meeting room
3  Reception room
4  Rinoa's room
5  Diagram of plan

",""
"{Grey}Inside house{White}
Hotel lobby
Hotel room
Residence 1
Residence 2 of 1
Residence 2 of 2
Pub
",""
"{Grey}TV Station{White}
Still,outside outdoor TV
TV screen 1
TV screen 2
TV station exterior
Studio 1
Studio 21
Studio 22",""
"{Grey}Kidnap plan{White}
Still  roof 1
Still  roof 2
Still  link 1
Still  link 2
Inside president's train

",""
"{Grey}Dog test
{Yellow}Change screen color test
{White}Change character color test
{Red}Code test
{White}Scroll test
Shake test",""
"{Grey}Dog test{White}
Beginner
Intermediate",""
"{Grey}Biggs{White}
Reset all
No battle
Scenario flag
Personal flag
Go to black BG
Play music
Stop music!",""
"{Grey}Scenario flag 1{White}
Scenario flag cleared
Square 2 finished
Seifer goes ahead 3 of 1
Begin withdrawl
End Dollet mission

{Yellow}Move on to flag 2",""
"{Grey}Scenario flag 2{White}
Arrive at Timber
Begin TV Station mission
TV Station, Edea appears
Arrive at G-Garden


",""
"{Grey}Personal Flag 1{White}
Square 1  break through
See painting 1
Get treasure 1/Square 1
See painting 2
Get treasure 2/City 2
See painting 3
Get treasure 3/City 1
{Yellow}Move on to flag 2",""
"{Grey}Personal flag 2{White}
Password failed
End first time at base
End reunion with Rinoa
End kidnap explanation
Before fake boss
Go to fake boss battle
Fail kidnap plan
During the land up north
Letter from Cid
Go to TV Station
",""
"Scroll test
“Hold right pad to scroll right.
  Let go to return to normal.
  Hold square button to quit.
  Start message with circle confirm button”",""
"“Hold right pad to scroll right.
  Let go to return to normal.
  Hold square button to quit.”",""
"{WhiteBlink}TESTTESTTESTTEST{White}
“End test.”",""
"Code Test“    {x0525} 1
 {x0527} 3  {x0526}  2
     {x0524} 4
  Understand how to do it?”",""
"“   {x0535} 1
 {x0537} 3  {x0536} 2
    {x0534} 4    ”",""
"“Okay...{Red}3124{White}
  Follow the message and enter code.
  Begin message with cirlce confirm button”",""
"“How about... 5677
  Huh...?  Not 1-4...
  You didn't get it?”
{NewPage}
“That's ok.  Press the 2 buttons together
  to make it add up to that number.
  For 6X it'd be 2 and 4”
{NewPage}
“How about... 5677
  Follow the message and enter code.
  Start message with circle confirm button”",""
"“How about... 8989
  Huh...?  Not 1-4, right?
  You didn't get it?”
{NewPage}
“That's ok.  Press the 3 buttons together
  to make it add up to that number.
  For 8, it'd be 1 and 3 and 4.”
{NewPage}
“How about... 8989
  Follow the message and enter the code.
  Start message with circle confirm button”",""
"“Enter 1st number!”",""
"“Enter 2nd number!”",""
"“Enter 3rd number!”",""
"“Enter 4th number!”",""
"“Failed!
  Please try again.”",""
"“Correct!
  Congratulations!”",""
"“Shake service enforced
  ShakeShake.”",""
"Screen color change test
“Quit
  Red
  Green
  Blue
  {WhiteBlink}White{White}
  Grey
  Black
  {WhiteBlink}Excited{White}”",""
"Character color change test
“Start message with
  circle confirm button”",""
" {Grey}? X ! X !! ",""
" {GreyBlink}? {Grey}X ! X !! ",""
" {White}? {WhiteBlink}X {Grey}! X !! ",""
" {Yellow}? {Yellow}X {YellowBlink}! {Grey}X !! ",""
" {Yellow}? {Yellow}X {Yellow}! {YellowBlink}X {Grey}!! ",""
" {Red}? {Red}X {Red}! {Red}X {RedBlink}!! ",""
"This is a dummy message.
 {GreyBlink}1A{White}2B{Yellow}3C{Red}4D{RedBlink}5E",""
"Quistis
“I didn't think
  he was {Grey}serious.”",""
"Zell
“Please... Don't touch.”",""
"Fake Squall 2
“Hahahahaaa...!
  Run, run!
  They'll catch up to you!”",""
"Fake Squall 2
“Gotcha!
  Chomp, chomp, chomp...
  Burp...”",""
"Fake Squall
“It appeared!”",""
"Push",""
"Talk",""
"#testno","72"
"û[{xb1}íÚ5×ÑÎzÑK{ag}「iÛq{e }
{xe6}{xd2}{xe0}
{xdb}{xdc}
ÙÛÍcoœÛ“",""
"fff",""
"Ë0w{xb9}K{ag}「
cÛ
ÛÛŒ",""
"Û[?ËK{ag}「
cÛ
ÛÛŒ",""
"ïŒ“K{ag}「
cÛ
ÛÛŒ",""
"{xb1}4ÉK{ag}「
cÛ
ÛÛŒ",""
"É{xb9}+K{ag}「
cÛ
ÛÛŒ",""
"wÒÔK{ag}「
cÛ
ÛÛŒ",""
"oÉÂw{xb9}K{ag}「
cÛ
ÛÛŒ",""
"í」ïK{ag}「
cÛ
ÛÛŒ",""
"eyéïK{ag}「
cÛ
ÛÛŒ",""
"{xdc}{xdb}
{xdc}{xd3}{xd3}",""
"{xb1}ùÉ
{x19db}{x1963}0{xb9}í Ñ]ßf
{x19db}{x1963}0{xb9}í Ñ]ß×",""
"{xb1}ùïÀAÀ
{x1a59}{Jp000}i
 Ñ]↓l°ÑÀ■
ó{ag}1{ag}l°Ñ
Á{ag}3öä«{ag}
{xdd}{xd5}{xe0}öä«{ag}
{xb6}{ag}]Bi{x1a42}4
{x1936}{Jp001}↓{x19aa}yïÀ
!【{ag} ]↓p{xa8}Ö
ÛË+oq{xb9}Û¡FÛ

{x198d}íK{ag}「",""
"{xb1}ù■
P{on}c」ùmœ
Q{on}Úf{xa8}{ag}Ñ”×「±×
R{on}B{ag}]{x1989}{x1963}{Jp002}{x1986}
S{on}B{ag}]Ö×Îá{x1a85}
T{on}B{ag}];[{x1a99}{Jp003}Z üóM{ag}Ñ
U{on}{xe0}{x1920}{x1920}{xd1}{Jp004}{Jp005}{Jp006}
V{on}ú×zÈ{ag}Ü{xa8}Ö{x1a85}
W{on}Î{xc6}× {ag}{x1971}o{Jp007}{Jp008}{x1a85}
X{on}{x19e1}{x1a26}{x1a77}{Jp007}{Jp008}{Jp009}{Jp010}Ú5×Ñ{Jp002}{x1986}{Jp011}{x1a85}
PO{on}Î○1{Jp012}{x1a85}
{x198d}íK{ag}「",""
"{xb1}ù■
PP{on}{Jp013}Ú5×Ñ{x1a85}
PQ{on}{xd4}9{ag}_×{Jp014}{x19e9}
PR{on}9] _{xc6}Ö{Jp015}{Jp016}{Jp014}{x19e9}
PS{on}f«{ag}{xa8}{ag}Iü×{x19c9}{x1a63}
PT{on}Á○úä{ag}{Jp002}{x1986}
PU{on}nzÎ{xc6}z{Jp017}」{x1a7f}ùœ♦
PV{on}{x198c}{Jp018}/ñ°pi
PW{on}{x1a5a}{x19a6}{xe3}{xe0}zt{ag}]
PX{on}{Jp019}{Jp020}{wi}
QO{on}ñvÚ]{Jp021}{x1a8a}{x1a96}{x1a31}
{x198d}íK{ag}「",""
"{xb1}ù■
QP{on}ñvÚ]{Jp021}{x1a8a}7z{x19cd}{x1a85}
QQ{on}ñvÚ]{Jp022}{x19e8}{Jp023}9{ag}_×{Jp014}{x19e9}








{x198d}íK{ag}「",""
"#testbl9","98"
"{Var0}",""
"TEST",""
"",""
"1° punto di contatto",""
"2° punto di contatto",""
"3° punto di contatto",""
"{RedBlink}1° punto di contatto{White}",""
"{RedBlink}2° punto di contatto{White}",""
"{RedBlink}3° punto di contatto{White}",""
"“Quale sigillo vuoi rompere?”







",""
"#tgcourt5","880"
"Selphie
“L'orfanotrofio......la casa di pietra?”",""
"Irvine
“Proprio così.”",""
"Quistis
“La vecchia casa di pietra?
 Vicino al mare?”",""
"Irvine
“Quando ci siamo visti al Garden
 di Galbadia l'ho capito subito.”",""
"Selphie
“Perché non hai detto niente!?”",""
"Quistis
“Perché......?”",""
"Irvine
“Alla fine siamo insieme di nuovo.
 Di nuovo compagni......di nuovo amici.”",""
"Irvine
“Non siamo più dei bambini.
 Siamo forti ormai.”",""
"“Non permetteremo che ci
 separino di nuovo.”",""
"Irvine
“Combatterò per questo.”",""
"“Per potere stare insieme ancora,
 anche se per poco.”",""
"Zell
“Anch'io combatterò! Non me ne
 starò nascosto in un angolo!”",""
"Selphie
“È duro combattere contro
 la Madre, però......”",""
"Quistis
“Combattere contro di lei
 è come se ci dicessero di
 combattere fra noi!”",""
"{Squall}
“{Rinoa}......”",""
"{Squall}
“Non possiamo far altro che combattere.”",""
"“Senza combattere non possiamo
 proteggere né noi, né i nostri amici.”",""
"{Squall}
“Questa è la nostra strada,
 se sei con noi, seguici.”",""
"{Squall}
“Sono sicuro che è ciò che tutti vogliono.”",""
"“Anche se è quello che vogliono
 tutti quanti, io non voglio diventare
 un vero SeeD.”",""
"“Adesso che tutto è distrutto
 troverò la forza di ricominciare?”",""
"“Il mio sogno......?{Wait048}
 ......diventare cantante......”",""
"“Per diventare SeeD nel Garden di
 Trabia bisogna superare la prova scritta
 e poi fare la prova pratica a Balamb.”",""
"“Io ho passato il test, così mi è 
 permesso andare al Garden di Balamb.”",""
"“Ma adesso non mi interessa più niente.
 Voglio impegnarmi per Trabia.”",""
"“Sono un membro dei
 Chocoboys!”",""
"“Bisogna avere l'approvazione
 ufficiale per entrare a far parte
 dei Chocoboys!”",""
"“Spesso vengono i Talent Scout del
 grande fratello a vederci giocare!”",""
"“Per colpa di un missile scoppiato
 vicino, mi è partito un dente davanti.
 Ho la faccia un po' strana, no?”",""
"“Vuoi giocare a carte?”
 Sì
 No",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Balamb a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Galbadia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Trabia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Centra a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Dollet a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di F.H. a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 dello spazio a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Esthar a queste?”",""
"Se non hai almeno 5 carte
non possiamo giocare.",""
"Regola: {Blue}‘Carte scoperte'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Plus'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Elementale'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Carte scoperte'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Plus'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Elementale'{White}
abolita da questa zona.",""
"“Balamb”",""
"“Galbadia”",""
"“Trabia”",""
"“Centra”",""
"“Dollet”",""
"“F.H.”",""
"“Spazio”",""
"“Esthar”",""
"“Nessuna regola opzionale.”",""
"“Vuoi vedere come si gioca qui a Trabia?”
 Sì
 No",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Trabia a queste?”",""
"Se non hai almeno 5 carte
Non possiamo giocare.",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Balamb a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Galbadia a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Centra a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Dollet a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di F.H. a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 dello spazio a queste?”",""
"“Conosci regole che non
 usiamo in questa zona.
 Giochiamo mescolando le regole
 di Esthar a queste?”",""
"#tgcourt4","883"
"Zell
“Perché non andiamo all'
 orfanotrofio di Edea?”",""
"Selphie
“Chissà com'è diventato...?”",""
"Irvine
“Forse capiremo qualcosa......”",""
"Quistis
“La ragione per cui la
 Madre è diventata così?”",""
"(Sarà qualcosa legato al passato.
 Ma non possiamo cambiare il passato.)",""
"{Squall}
“Qualsiasi sia la verità,
 ora non possiamo cambiarla.”",""
"{Squall}
“Però......”",""
"{Squall}
“Sono curioso......”",""
"“Non so cosa ci troveremo, ma andiamo
 alla {Blue}【casa di Edea】{White}.”",""
"{Rinoa}
“Così coraggiosi......”",""
"(Coraggiosi? No, non è così.
 Perdiamo solo il senso della realtà
 delle cose...e questo ci fa paura.)",""
