"ger","Comment"
"“Oh? Das sind ja Regeln,
 die hier nicht gelten.
 Komm, wir wollen die
 Galbadia-Regeln hinzunehmen!”",""
"“Oh? Das sind ja Regeln,
 die hier nicht gelten.
 Komm, wir wollen die
 Centra-Regeln hinzunehmen!”",""
"“Oh? Das sind ja Regeln,
 die hier nicht gelten.
 Komm, wir wollen die
 Dollet-Regeln hinzunehmen!”",""
"“Oh? Das sind ja Regeln,
 die hier nicht gelten.
 Komm, wir wollen die
 F.H.-Regeln hinzunehmen!”",""
"“Oh? Das sind ja Regeln,
 die hier nicht gelten.
 Komm, wir wollen die
 Weltall-Regeln hinzunehmen!”",""
"“Oh? Das sind ja Regeln,
 die hier nicht gelten.
 Komm, wir wollen die
 Esthar-Regeln hinzunehmen!”",""
"#tgcourt4","883"
"Xell
“Laß uns doch zu
 Edeas Waisenhaus.”",""
"Selphie
“Wie es dort jetzt aussehen mag?”",""
"Irvine
“Vielleicht erfahren
 wir dort etwas?”",""
"Quistis
“Du meinst, darüber, was mit
 unserer Mama passiert ist?”",""
"(Die Ursache liegt doch in der
 Vergangenheit, oder?
 Die können wir aber nicht ändern...)",""
"{Squall}
“Egal was der Grund dafür gewesen war,
 es ändert nichts an der Lage.”",""
"{Squall}
“Aber...”",""
"{Squall}
“Ehrlich gesagt, will ich{xba}s auch sehen.”",""
"“Laßt uns jetzt 
{Blue}【Edeas Haus】{White} suchen.”",""
"“Heeey! Schaut maaal!”",""
"Selphie
“Ein Geschenk der Elfen!”",""
"#tgcourt3","882"
"Irvine
“Cifer war auch da.”",""
"Irvine
“Außer {Rinoa}, waren alle da.”",""
"Selphie
“Das bedeutet doch......”",""
"“Ja{Wait016}...{Wait016}...{Wait016}... {Wait048}ich war auch da.”",""
"#tgcourt2","881"
"“Ihr seid alle...”",""
"{Rinoa}
“......so stark.”",""
"(Stark? Das stimmt nicht... wenn
 wir über alles nachdenken, werden
 wir zu ängstlich... ich glaube,
 daß sich jeder davor fürchtet...)",""
"{Rinoa}
“Was...ist?”",""
"{Squall}
“Vielleicht gibt es eine
 friedliche Lösung.”",""
"#tgcourt1","879"
"“Wiederholen
 Platz1
 Platz2
 Platz3”",""
"(Hier sind keine Gegner...
 ...oder kommen sie noch?)",""
"(Wo ist die Hexe?
 Wir müssen sie schnell finden...)",""
"{Squall}
“Wir gehen zurück, sobald
 Selphie wieder hier ist.”",""
"Selphie
“Sorry, habt ihr lange warten müssen?”",""
"Selphie
“Danke, daß ihr mir
 Zeit gelassen habt.”",""
"Irvine
“Das wird schon alles gut.”",""
"Selphie
“Danke.”",""
"Selphie
“Ihr müßt mich mitnehmen,
 wenn wir gegen die Hexe kämpfen.”",""
"“Ich werde mich rächen.
 Das werde ich ganz bestimmt!”",""
"{Rinoa}
“Warte...”",""
"{Rinoa}
“Müssen wir denn kämpfen?
 Gibt es keine Alternative?”",""
"“Eine Lösung, wobei
 niemand verletzt wird?”",""
"Xell
“Hey, hey, hey!{Wait048}
 Jetzt ist es eh schon zu spät.”",""
"{Rinoa}
“Vielleicht weiß ein
 Wissenschaftler eine
 friedliche Lösung...?”",""
"(...und was dann?)",""
"(Wenn es eine andere Lösung gäbe,
 hätte jemand sie schon umgesetzt.)",""
"(Aber niemand tut etwas.
 Die Leute reden und tun so,
 als würden sie nachdenken.)",""
"(Gerade solche Leute meckern
 nur herum, sind sich aber zu
 schade, etwas selbst zu tun.)",""
"(Was willst du überhaupt, {Rinoa}?
 Was erwartest du denn von mir?)",""
"(Ich bin im Garden aufgewachsen.
 Ich bin ein SEED... ist dir das
 eigentlich klar?)",""
"{Rinoa}
“{Squall}?”",""
"“Wenn du was zu sagen hast,
 sag{xba}s bitte laut!”",""
"{Squall}
“Du warst doch in der
 Widerstandsbewegung?”",""
"“Du hast gehandelt,
 anstatt nur zu meckern.
 Du hast mitgekämpft...”",""
"“Warum sagst du dann
 plötzlich so was?”",""
"{Squall}
“Wir haben für euch gekämpft.
 Wir haben dich beschützt.”",""
"“Und jetzt stellst du unsere
 Methoden in Frage. Warum?”",""
"{Rinoa}
“Ich {Wait048}bin ängstlich geworden.”",""
"{Rinoa}
“Wenn ich mit euch zusammen
 bin, fühle ich manchmal...”",""
"{Rinoa}
“...daß wir alle......{Wait048}
 auf einer Wellenlänge sind.”",""
"{Rinoa}
“Aber wenn der Kampf beginnt,
 komme ich nicht mehr mit...”",""
"“Ich versuche euch
 einzuholen, aber ihr
 seid ganz weit weg...”",""
"{Rinoa}
“Wohin geht ihr{Wait048}...?
 Laßt mich {Wait048}nicht allein!”",""
"“Dann frage ich mich......
 ob ihr mich noch hört...
 ob ihr mich noch akzeptiert...”",""
"{Rinoa}
“...{Wait048}...{Wait048}ob ihr noch am Leben seid.”",""
"{Rinoa}
“Ob wir wieder zusammen sein können.”",""
"{Rinoa}
“Wenn ich daran denke......”",""
"Irvine
“Ich kann dich verstehen, {Rinoa}.”",""
"“Vielleicht bleibt einer
 von uns auf der Strecke.”",""
"“Vielleicht geht jemand
 von uns, den du liebst.”",""
"Irvine
“Es ist nicht einfach,
 in ständiger Angst zu leben.”",""
"Irvine
“...und deswegen kämpfe ich.”",""
"Irvine
“Als ich klein war......
 Ich glaub ...4 Jahre oder so.”",""
"Irvine
“Lebte ich in einem Waisenhaus.”",""
"Selphie
“Ein Waisenhaus aus...Marmor?”",""
"Irvine
“Ja, richtig~.”",""
"Quistis
“Ein altes Marmorhaus?
 ...direkt am Meer?”",""
"Irvine
“Ja, ja, genau~. Ich hatte
 euch gleich wiedererkannt.”",""
"Selphie
“Warum hast du nichts gesaaagt?”",""
"Quistis
“Genau!? Warum eigentlich?”",""
"Irvine
“Was hätte ich denn sagen
 sollen? Außerdem......”",""
"Irvine
“Es ist so, als würde
 man Freunde verlieren.”",""
"Xell
“Wo kommt die Hexe
 plötzlich her?”",""
"“Hat sie gelauert, bis eine
 günstige Gelegenheit kam?”",""
"“Oder hat sie wie ein
 normaler Mensch gelebt?”",""
"Irvine
“Mir fehlt ein wenig die
 Männlichkeit. Ich muß
 ja Selphie beschützen.”",""
"Quistis
“Aus welchem Grund 
 sucht sie Ellione?”",""
"“Ellione kann {Squall}
 in die Vergangenheit bringen.”",""
"Quistis
“Will die Hexe etwa auch zurück?”",""
"“Seitdem ich euch kennengelernt habe,
 denke ich über vieles nach.”",""
"“Aber eine Sache beschäftigt
 mich schon die ganze Zeit.”",""
"#tgroom2","889"
"“Glaub mir.
 Ich werde es reparieren.”",""
"“Wir {Wait016}sind{Wait008} die {Wait032}zwei{Wait008}
 vom {Wait008}Reperatur{Wait008}dienst!”",""
"“Huch?
 Wer seid ihr?”",""
"“Wir sind vom Reparaturdienst
 des Trabia-Garden.”",""
"“Wir haben für den Wiederaufbau 
 verschiedene Arbeitsgruppen gegründet.”",""
"“Wir sind eben für
 Reparaturen zuständig.”",""
"Dünn
“Hey!
 Läuft das jetzt wieder?”",""
"Dick
“Wow!
 Das sieht gut aus!”",""
"Dünn
“Argh! Schon wieder......!”",""
"Dick
“Das sind die persönlichen
 Daten von Selphie!”",""
"......{Wait048}
...{Wait016}...{Wait016}Achtung!{Wait016}...{Wait016}...
Personal...{Wait056}...daten.",""
"(......Selphie......?)",""
"“Na? Kannst du meine
 Intelligenz überbieten?”
Klar!
Nein.",""
"“Regeln, die hier nicht
 gebräuchlich sind?
 Klar nehmen wir die
 Balamb-Regeln hinzu.”",""
"“Regeln, die hier nicht
 gebräuchlich sind?
 Klar nehmen wir die
 Galbadia-Regeln hinzu.”",""
"“Regeln, die hier nicht
 gebräuchlich sind?
 Klar nehmen wir die
 Trabia-Regeln hinzu.”",""
"“Regeln, die hier nicht
 gebräuchlich sind?
 Klar nehmen wir die
 Centra-Regeln hinzu.”",""
"“Regeln, die hier nicht
 gebräuchlich sind?
 Klar nehmen wir die
 Dollet-Regeln hinzu.”",""
"“Regeln, die hier nicht
 gebräuchlich sind?
 Klar nehmen wir die
 F.H.-Regeln hinzu.”",""
"“Regeln, die hier nicht
 gebräuchlich sind?
 Klar nehmen wir die
 Weltall-Regeln hinzu.”",""
"“Regeln, die hier nicht
 gebräuchlich sind?
 Klar nehmen wir die
 Esthar-Regeln hinzu.”",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"Die {Blue}【Open】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Plus】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Random-Hand】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Suddendeath】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Retry】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Wall-Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Element】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Open】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Same】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Plus】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Random-Hand】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Suddendeath】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Retry】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Wall-Same】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Element】{White}-Regel ist jetzt Out.",""
"【Balamb】",""
"【Galbadia】",""
"【Trabia】",""
"【Centra】",""
"【Dollet】",""
"【F.H.】",""
"【Weltall】",""
"【Esthar】",""
"【Keine zusätzlichen Regeln.】",""
"#tgroom1","888"
"【Speicherpunkt】
Zum Sichern des Spielstandes, das
Menü öffnen und 【Speichern】auswählen.",""
"“So... jetzt werde ich die
 Lebenshaltungskosten ausrechnen!”",""
"“Ich muß echt aufpassen,
 weil unser Rechner defekt ist.”",""
"“Jetzt muß erst mal das
 Einmaleins nachholen.
1×1=1
1×2=2......”",""
"“Nee nee, das war nur{xba}n Witz!”",""
"“Guck dir das mal an!
 Ich hab das Buch aus dem
 Schrotthaufen ausgegraben!”",""
"“Bestimmt steht da etwas über
 einen geheimen Schatz.
 ‘5 Schritte nach Süden von
 der Gargoyle-Statue...' oder so.”",""
"“......?
 Das ist ein Tagebuch...”",""
"“......???
 ‘5 Schritte südlich von der Gargroyle?'”",""
"“Was? Doch
 nicht im Ernst???”",""
"Mädchen
“Seid ihr Selphies
 Freunde?”",""
"“Ich hab Selphie
 wirklich gern!”",""
"Mädchen
“Habt ihr
 Selphie auch gern?”
Denke ich schon.
Nicht so sehr.",""
"Mädchen
“So wie ich!”",""
"Mädchen
“Was meinst du mit
 ‘Nicht so sehr'?”",""
"“Heißt das, daß du sie haßt?”",""
"Junge
“Selphie findet immer 
 Geheimwege!”",""
"“Ihre Geheimwege führen immer
 zu überraschenden Stellen.”",""
"Junge
“Sie überrascht mich jedes Mal!”",""
"“Okay!
 Laß uns mal spielen!”
 Klar.
 Laß mal.",""
"“Neue Regeln? Das klingt
 interessant. Laß uns
 unsere Regeln mit deinen
 aus Balamb mixen!”",""
"“Neue Regeln? Das klingt
 interessant. Laß uns
 unsere Regeln mit deinen
 aus Galbadia mixen!”",""
"“Neue Regeln? Das klingt
 interessant. Laß uns
 unsere Regeln mit deinen
 aus Trabia mixen!”",""
"“Neue Regeln? Das klingt
 interessant. Laß uns
 unsere Regeln mit deinen
 aus Centra mixen!”",""
"“Neue Regeln? Das klingt
 interessant. Laß uns
 unsere Regeln mit deinen
 aus Dollet mixen!”",""
"“Neue Regeln? Das klingt
 interessant. Laß uns
 unsere Regeln mit deinen
 aus F.H. mixen!”",""
"“Neue Regeln? Das klingt
 interessant. Laß uns
 unsere Regeln mit deinen
 aus dem Weltall mixen!”",""
"“Neue Regeln? Das klingt
 interessant. Laß uns
 unsere Regeln mit deinen
 aus Esthar mixen!”",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"Die {Blue}【Open】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Plus】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Random-Hand】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Suddendeath】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Retry】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Wall-Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Element】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Open】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Same】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Plus】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Random-Hand】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Suddendeath】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Retry】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Wall-Same】{White}-Regel ist jetzt Out.",""
"Die Die {Blue}【Element】{White}-Regel ist jetzt Out.",""
"【Balamb】",""
"【Galbadia】",""
"【Trabia】",""
"【Centra】",""
"【Dollet】",""
"【F.H.】",""
"【Weltall】",""
"【Esthar】",""
"【Keine zusätzlichen Regeln.】",""
"#tggara1","885"
"“Die Verletzten wurden mit
 dem Auto weggebracht. Ich?
 Nein, ich bin nicht verletzt.”",""
"“Ich bin nur krank.
 Ich bin so kaputt.”",""
"“Scheiße...!
 Der Tombery-König......”",""
"“Ich werde gleich eine.....
 G.F. beschwören! {Wait048}...Zzzz...”",""
"“Selphie!”",""
"Junge
“Selphie... es tut mir
 wirklich Leid...”",""
"Selphie
“Was denn? Warum?
 Was tut dir Leid??”",""
"“Ich konnte deinen Teddybär,
 den du mir geschenkt hast,
 nicht retten...”",""
"Mädchen
“Der Bär ist bestimmt
 traurig...”",""
"Selphie
“Ach, mein Bärchen wird doch deswegen
 nicht weinen. Er ist ein tapferer Bär.”",""
"“Er ist glücklich darüber,
 daß euch nichts passiert ist.”",""
"Selphie
“Hm!? Ich höööre seine Stimme!{Wait016}
 Er meint, er wird euch immer beschützen!”",""
"Selphie
“Seht ihr? Er ist immer bei euch.
 Ihr dürft also nicht traurig sein.”",""
"Mädchen
“Ja,gut!
 Versprochen!”
{NewPage}
“Sag dem Bärchen, daß ich
 nicht mehr traurig bin.”",""
"Junge
“Danke, Selphie!”",""
"Selphie
“Sorry! Ich komme gleich.
 Wartet bitte am Sportplatz.”",""
"Trabia-Schülerin
“Hey! Hallo... HALLOOO!!!
 AAAUUUFFF-STEEEHHHEEEN!!”",""
"“Du mußt die Wache ablösen! Du hattest
 dich doch freiwillig gemeldet,oder!?”",""
"Trabia-Schüler
“Hmmm... {Wait016}Schei{Wait008}ße!{Wait032}
 Draw... {Wait016}fehlgeschlagen...!”",""
"Trabia-Schülerin
“Du sollst nicht im Traum
 kämpfen, sondern hier!!”",""
"“Steh auf!
 Aaaaufstehhhhhhhhhen!!!”",""
"Trabia-Schülerin
“Wir haben uns doch geschworen,
 Trabia zu beschützen!!”",""
"Trabia-Schülerin
“Heeey! Was soll ich
 den anderen denn
 erzählen!?”",""
"Trabia-Schüler
“Ich darf jetzt nicht...
 aufgeben... ich muß für...
 Trabia kämpfen...zzz...”",""
"“Zzzz... Zzzz......?”
 Ja
 Nein",""
"“Un...bekannte...Regeln...zzz?
 Zzz...tun...zzz...die...
 Balamb-Regeln...zzz...hinzu...”",""
"“Un...bekannte...Regeln...zzz?
 Zzz...tun...zzz...die...
 Galbadia-Regeln...zzz...hinzu...”",""
"“Un...bekannte...Regeln...zzz?
 Zzz...tun...zzz...die...
 Trabia-Regeln...zzz...hinzu...”",""
"“Un...bekannte...Regeln...zzz?
 Zzz...tun...zzz...die...
 Centra-Regeln...zzz...hinzu...”",""
"“Un...bekannte...Regeln...zzz?
 Zzz...tun...zzz...die...
 Dollet-Regeln...zzz...hinzu...”",""
"“Un...bekannte...Regeln...zzz?
 Zzz...tun...zzz...die...
 F.H.-Regeln...zzz...hinzu...”",""
"“Un...bekannte...Regeln...zzz?
 Zzz...tun...zzz...die...
 Weltall-Regeln...zzz...hinzu...”",""
"“Un...bekannte...Regeln...zzz?
 Zzz...tun...zzz...die...
 Esthar-Regeln...zzz...hinzu...”",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"Die {Blue}【Open】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Plus】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Random-Hand】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Suddendeath】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Retry】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Wall-Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Element】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Open】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Same】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Plus】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Random-Hand】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Suddendeath】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Retry】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Wall-Same】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Element】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"【Balamb】",""
"【Galbadia】",""
"【Trabia】",""
"【Centra】",""
"【Dollet】",""
"【F.H.】",""
"【Weltall】",""
"【Esthar】",""
"【Keine zusätzlichen Regeln.】",""
"“Spiel mit mir!!”
 Ja.
 Nein.",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"“Die Regeln aus dem Ausland?
 Das klingt nicht schlecht.
 Laßt uns dann unsere Regeln
 mit den Balamb-Regeln vermischen!”",""
"“Die Regeln aus dem Ausland?
 Das klingt nicht schlecht.
 Laßt uns dann unsere Regeln
 mit den Travia-Regeln vermischen!”",""
"“Die Regeln aus dem Ausland?
 Das klingt nicht schlecht.
 Laßt uns dann unsere Regeln
 mit den Galbadia-Regeln vermischen!”",""
"“Die Regeln aus dem Ausland?
 Das klingt nicht schlecht.
 Laßt uns dann unsere Regeln
 mit den Centra-Regeln vermischen!”",""
"“Die Regeln aus dem Ausland?
 Das klingt nicht schlecht.
 Laßt uns dann unsere Regeln
 mit den Dollet-Regeln vermischen!”",""
"“Die Regeln aus dem Ausland?
 Das klingt nicht schlecht.
 Laßt uns dann unsere Regeln
 mit den F.H.-Regeln vermischen!”",""
"“Die Regeln aus dem Ausland?
 Das klingt nicht schlecht.
 Laßt uns dann unsere Regeln
 mit den Weltall-Regeln vermischen!”",""
"“Die Regeln aus dem Ausland?
 Das klingt nicht schlecht.
 Laßt uns dann unsere Regeln
 mit den Esthar-Regeln vermischen!”",""
"#tgstage1","890"
"“Wir haben täglich
 um den Sportplatz
 gezockt...”",""
"“Ich hab 3 Tage hintereinander
 verloren. Das nächste Mal werde
 ich gewinnen!”",""
"“Zuerst muß ich
 die Anlage reparieren.”",""
"Schulsprecher
“Wir müssen diese Rakete 
 schnellstmöglich beseitigen.”",""
"“Ist zwar ein Blindgänger,
 aber was ist, wenn sie umfällt?”",""
"Vize-Schulsprecher
“Ich hoffe, daß unsere Lehrer
 da auch mal was machen.”",""
"“Was können wir als
 Schülerkomitee in
 so einer Situation tun?”",""
"“In der Schulordnung steht
 nichts daüber, was wir machen,
 wenn der Garden zusammenfällt.”",""
"“Der Ball ist hier
 reingerollt...”",""
"“Jetzt habe ich nur noch
 1 Ball...was mache ich nur?”",""
"Junge
“Wir sprechen gerade über
 den möglichen Sieger des
 Trabia-Basketballturniers.”",""
"“Auch wenn das Turnier abgesagt wurde.”",""
"Junge
“Deine Aussprache ist falsch!
 Choco-Wars! Cho-Co-WAR-S!!”",""
"“Ich will später bei den
 【Sonic-Choco-Wars】 mitspielen.”",""
"Junge
“Dafür trainiere ich täglich
 bei den 【Sunny-Choco-Boys】.”",""
"Basketballer
“Die 【Mog Mog Mogrys】 hätten sich
 qualifiziert! Das Team hätte dann gegen
 die 【Sonic-Choco-Wars】 spielen müssen!”",""
"Basketballer
“Ich hätte aber gerne das Spiel des
 Newcomers 【Moomba-Sambas】 gesehen.”",""
"“Wie auch immer. Trabia gegen
 Balamb! Wollen wir eine Runde?”
 Ja klar.
 Nein.",""
"“Da du ja nicht aus Trabia bist,
 kennst du doch andere Regeln, oder?
 Laß uns unsere Trabia-Regeln und
 deine aus Balamb vermischen.”",""
"“Da du ja nicht aus Trabia bist,
 kennst du doch andere Regeln, oder?
 Laß uns unsere Trabia-Regeln und
 deine aus Galbadia vermischen.”",""
"“Da du ja nicht aus Trabia bist,
 kennst du doch andere Regeln, oder?
 Laß uns unsere Trabia-Regeln und
 deine aus Trabia vermischen.”",""
"“Da du ja nicht aus Trabia bist,
 kennst du doch andere Regeln, oder?
 Laß uns unsere Trabia-Regeln und
 deine aus Centra vermischen.”",""
"“Da du ja nicht aus Trabia bist,
 kennst du doch andere Regeln, oder?
 Laß uns unsere Trabia-Regeln und
 deine aus Dollet vermischen.”",""
"“Da du ja nicht aus Trabia bist,
 kennst du doch andere Regeln, oder?
 Laß uns unsere Trabia-Regeln und
 deine aus F.H. vermischen.”",""
"“Da du ja nicht aus Trabia bist,
 kennst du doch andere Regeln, oder?
 Laß uns unsere Trabia-Regeln und
 deine aus dem Weltall vermischen.”",""
"“Da du ja nicht aus Trabia bist,
 kennst du doch andere Regeln, oder?
 Laß uns unsere Trabia-Regeln und
 deine aus Esthar vermischen.”",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"Die {Blue}【Open】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Plus】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Random-Hand】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Suddendeath】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Retry】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Wall-Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Element】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Open】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Same】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Plus】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Random-Hand】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Suddendeath】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Retry】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Wall-Same】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Element】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"【Balamb】",""
"【Galbadia】",""
"【Trabia】",""
"【Centra】",""
"【Dollet】",""
"【F.H.】",""
"【Weltall】",""
"【Esthar】",""
"【Keine zusätzlichen Regeln.】",""
"“Ein Spiel? Ich bin zwar
 beschäftigt, aber gerne.”
 Dann laß uns spielen.
 Doch nicht.",""
"“Regeln, die hier unbekannt sind?
 Wie auch immer. Laß uns deine
 Trabia-Regeln hinzunehmen!”",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"“Regeln, die hier unbekannt sind?
 Wie auch immer. Laß uns deine
 Balamb-Regeln hinzunehmen!”",""
"“Regeln, die hier unbekannt sind?
 Wie auch immer. Laß uns deine
 Galbadia-Regeln hinzunehmen!”",""
"“Regeln, die hier unbekannt sind?
 Wie auch immer. Laß uns deine
 Centra-Regeln hinzunehmen!”",""
"“Regeln, die hier unbekannt sind?
 Wie auch immer. Laß uns deine
 Dollet-Regeln hinzunehmen!”",""
"“Regeln, die hier unbekannt sind?
 Wie auch immer. Laß uns deine
 F.H.-Regeln hinzunehmen!”",""
"“Regeln, die hier unbekannt sind?
 Wie auch immer. Laß uns deine
 Weltall-Regeln hinzunehmen!”",""
"“Regeln, die hier unbekannt sind?
 Wie auch immer. Laß uns deine
 Esthar-Regeln hinzunehmen!”",""
"#tgfront1","884"
"Xell
“War Selphie hier?”",""
"Quistis
“Habt ihr Selphie gesehen?”",""
"Irvine
“Habt ihr Selphie irgendwo gesehen?”",""
"{Rinoa}
“Wißt ihr, wo Selphie ist?”",""
"Xell
“...Selphie fehlt ja.”",""
"Quistis
“Wo ist denn Selphie?”",""
"Irvine
“Hm... wo ist Selphie?”",""
"{Rinoa}
“Warum ist Selphie nicht hier?”",""
"{Squall}
“Selphie ist schon
 mal vorgegangen.”",""
"{Squall}
“Sie ist alleine 
 reingegangen.”",""
"Xell
“Ob alles in Ordnung ist?”",""
"“Laß uns reingehen.”",""
"Quistis
“Wir können sie nicht
 alleine lassen.”",""
"“Laßt uns hinterher.”",""
"Irvine
“Das war bestimmt ein
 Shock für sie.”",""
"“Hinterher!”",""
"{Rinoa}
“Sind denn hier
 keine Monster...?”",""
"“{Squall}, wir müssen hinterher!”",""
"“......Ok.”",""
"“{Squall}!”",""
"“Nochmal probieren”",""
"“Der Wachdienst
 meldet sich zurück!”",""
"Wachdienst
“Huch?
 Wo ist meine Ablösung?”",""
"{Trabia}-Schülerin
“Er hat bestimmt 
 wieder verschlafen.”",""
"Wachdienst
“Schon wieder?”",""
"{Trabia}-Schülerin
“Er hat sogar den Raketenangriff
 verschlafen.”",""
"Wachdienst
“Wenn er nicht kommt...
 muß ich weitermachen,
 richtig......?”",""
"{Trabia}-Schülerin
“Du machst das schon!”",""
"{Trabia}-Schülerin
“Der Schüler, der gerade vor
 der Garage schläft......”",""
"“Ich hab ihm mal gefragt, warum
 er neulich so glücklich war.
 Er hatte geträumt, daß er zum
 Level A-SEED befördert wurde.”",""
"“Ich wußte nicht mehr,
 was ich sagen sollte...”",""
"{Trabia}-Schüler
“Der Typ vor der Garage,
 ist ein Freund von uns.”",""
"“Er ist der beste SEED überhaupt,
 allerdings nur in seinen Träumen.”",""
"{Trabia}-Schüler
“Trotzdem beneide ich ihn.
 Immerhin weiß er wie es ist,
 ein Level A-SEED zu sein.”",""
"“Um diese Straße zu
 reparieren, brauchen
 wir viele Werkzeuge.”",""
"“Ach ja... der Vater einer
 unserer Schulkameraden
 macht doch solche Arbeiten?”",""
"“Wir benötigen Hilfe, um
 {Trabia}-Garden wieder aufzubauen.”",""
"Xell
“Als {Balamb} erobert wurde,
 war ich auch schockiert.”",""
"“Ich kann Selphie ein
 bißchen verstehen.”",""
"Xell
“Dieser Garden war bestimmt
 mal sehr schön.”",""
"Quistis
“Das hätte genauso gut in
 Balamb passieren können...”",""
"“Ein Glück, daß wir das
 verhindern konnten.”",""
"Quistis
“Ich wünschte, wir hätten auch
 den Angriff auf {Trabia} gestoppt...”",""
"{Rinoa}
“Hier ist Selphie aufgewachsen...”",""
"“Selphie wäre bestimmt gerne
 früher hier gewesen......”",""
"{Rinoa}
“Selphie...”",""
"Irvine
“Selphie ist bestimmt
 schockiert.”",""
"“Sie strahlt nicht so, wie immer.
 Fällt dir das nicht auf, {Squall}?”",""
"Irvine
“Ich sollte ihr etwas sagen...
 Etwas, was sie beruhigt......”",""
"“Willst du Selphie alleine lassen?”",""
"“Willst du Selphie alleine lassen?”",""
"“Am Tag des Raketenangriffs,
 saß sie neben mir.”",""
"“Dadurch haben wir uns kennengelernt.
 Jetzt sind wir immer zusammen.”",""
"“Selphie war hier.
 Ich hab sie kurz gesprochen!”",""
